"Model","Locus_name","Model_string","Rates","Likelihood","Unconstrained_likelihood","parameters","AIC","AICc","BIC","Best","Length","Ntaxa","Percent_constant","Percent_parsimony_informative","Site_patterns","RF_distance","nRF_distance","wRF_distance","KF_distance","PD_distance","wPD_distance","geodesic_distance","Tree_Length","Sum_int","prop_int","Min.","1st Qu.","Median","Mean","3rd Qu.","Max."
"Mixture","UCE-1693","MIX{HKY+FO,JC+FO}+I+G","I+G4",-9744.6855,-9183.6031,"HKY{4.38006}+FO{0.320966,0.151549,0.186025,0.34146};JC",19557.371,19558.9165,19739.6794,"Mixture",1575,15,0.44952380952381,"32.83%",908,6,0.25,32.5039,7.6118,10.2956,66.8783,NA,"3.2989","1.2378","0.3752","0.01","0.0545","0.0929","0.1191","0.1793","0.425"
"One_class","UCE-1693","HKY+F+I+G4","I+G4",-9751.3539,-9183.6031,"HKY{1,3.155,1,1,3.155,1}+F{0.3118,0.1762,0.1894,0.3226}",19568.7078,19570.164,19745.6542,"Mixture",1575,15,0.44952380952381,"32.83%",908,6,0.25,32.572,7.6274,10.2956,67.0998,NA,"3.217","1.1891","0.3696","0.008","0.0537","0.0939","0.1222","0.1823","0.4475"
"Mixture","UCE-1675","TPM3u+FO+I+G4","I+G4",-8614.6756,-8874.9051,"TPM3u{1.4711,4.448,1,1.4711,4.448,1}+FO{0.3267,0.1766,0.1862,0.3105}",17433.3512,17449.1735,17970.4963,"Mixture",1431,49,0.43256464011181,"31.17%",881,62,0.6739,80.2602,10.4591,162.4131,195.0411,NA,"2.6494","1.0598","0.4","0","0","0.0166","0.0276","0.0399","0.2095"
"One_class","UCE-1675","TPM3u+F+I+G4","I+G4",-8619.2315,-8874.9051,"TPM3u{1.5663,4.5287,1,1.5663,4.5287,1}+F{0.3099,0.1693,0.2025,0.3183}",17442.4631,17458.2854,17979.6082,"Mixture",1431,49,0.43256464011181,"31.17%",881,60,0.6522,80.2036,10.4546,131.461,195.178,NA,"2.6213","1.0735","0.4095","0","0","0.0163","0.0279","0.0385","0.2091"
"Mixture","UCE-1680","TN+FO+G4","G4",-8542.8073,-7629.9013,"TN{1,2.3709,1,1,3.3171,1}+FO{0.3617,0.1898,0.1589,0.2895}",17295.6145,17313.4083,17842.9828,"Mixture",1357,51,0.512159174649963,"31.54%",771,72,0.75,81.1495,9.9641,169.0089,229.9531,NA,"2.5763","1.0941","0.4247","0","0.0019","0.0148","0.0265","0.0344","0.1097"
"One_class","UCE-1680","TN+F+I+G4","I+G4",-8542.9534,-7629.9013,"TN{1,2.2626,1,1,3.3674,1}+F{0.3453,0.1862,0.1751,0.2934}",17297.9069,17316.0541,17850.4882,"Mixture",1357,51,0.512159174649963,"31.54%",771,72,0.75,81.168,9.9635,184.1358,229.389,NA,"2.623","1.1638","0.4437","0","0.001","0.0136","0.026","0.0342","0.1065"
"Mixture","UCE-1671","TVM+FO+G4","G4",-8731.59,-8677.5568,"TVM{1.0731,3.0402,0.6165,1.7626,3.0402,1}+FO{0.3436,0.1591,0.1708,0.3265}",17721.18,17746.8027,18401.2298,"Mixture",1439,62,0.493398193189715,"29.81%",867,90,0.7627,93.5233,10.1913,172.4761,274.0227,NA,"2.6092","1.157","0.4434","0","0","0.01","0.0216","0.0284","0.1995"
"One_class","UCE-1671","TVM+F+G4","G4",-8732.7584,-8677.5568,"TVM{1.0908,3.0669,0.6312,1.7381,3.0669,1}+F{0.3313,0.165,0.1691,0.3345}",17723.5169,17749.1395,18403.5666,"Mixture",1439,62,0.493398193189715,"29.81%",867,90,0.7627,93.5239,10.1911,189.8236,274,NA,"2.6128","1.1605","0.4442","0","0","0.01","0.0216","0.0284","0.1991"
"Mixture","UCE-1698","HKY+FO+I+G4","I+G4",-10147.3938,-10729.8016,"HKY{1,3.3133,1,1,3.3133,1}+FO{0.2797,0.1937,0.2266,0.3}",20372.7876,20374.6304,20585.6343,"Mixture",1733,18,0.476053087132141,"31.68%",1020,6,0.2,37.5766,7.6208,11.3137,94.7422,NA,"2.4942","0.9023","0.3618","0.0022","0.0187","0.0453","0.0757","0.1114","0.299"
"One_class","UCE-1698","HKY+F+I+G4","I+G4",-10150.7675,-10729.8016,"HKY{1,3.359,1,1,3.359,1}+F{0.2856,0.1907,0.2106,0.3131}",20379.5351,20381.378,20592.3819,"Mixture",1733,18,0.476053087132141,"31.68%",1020,6,0.2,37.572,7.62,11.3137,94.7215,NA,"2.4987","0.9073","0.3631","0.0022","0.0189","0.045","0.0756","0.1108","0.2977"
"Mixture","UCE-1652","TPM2u+FO+G4","G4",-8349.5892,-8716.1175,"TPM2u{0.6368,2.8696,0.6368,1,2.8696,1}+FO{0.3183,0.1792,0.187,0.3154}",16949.1783,16971.6623,17615.5609,"Mixture",1527,61,0.56385068762279,"25.15%",806,76,0.6552,92.177,10.525,215.3323,250.8058,NA,"3.2891","0.8472","0.2576","0","0","0.01","0.0279","0.0327","0.3518"
"One_class","UCE-1652","TPM2u+F+G4","G4",-8352.4278,-8716.1175,"TPM2u{0.6947,2.9981,0.6947,1,2.9981,1}+F{0.296,0.1875,0.1904,0.3261}",16954.8555,16977.3395,17621.2381,"Mixture",1527,61,0.56385068762279,"25.15%",806,82,0.7069,92.1561,10.5225,235.5674,250.7027,NA,"3.3188","0.8544","0.2574","0","0","0.01","0.0276","0.0324","0.3483"
"Mixture","UCE-166","TPM3u+FO+I+G4","I+G4",-10214.9672,-9119.0858,"TPM3u{1.4805,3.9067,1,1.4805,3.9067,1}+FO{0.3136,0.1505,0.1878,0.3482}",20717.9343,20751.5035,21471.9672,"Mixture",1389,70,0.377969762419006,"39.67%",1011,110,0.8209,103.3064,10.5879,243.8114,289.4759,NA,"4.1922","1.5818","0.3773","0","0","0.0176","0.0306","0.0379","0.2896"
"One_class","UCE-166","TPM2u+F+I+G4","I+G4",-10218.8198,-9119.0858,"TPM2u{0.702,2.7395,0.702,1,2.7395,1}+F{0.3397,0.1541,0.1837,0.3225}",20725.6397,20759.2088,21479.6726,"Mixture",1389,70,0.377969762419006,"39.67%",1011,110,0.8209,103.3267,10.5881,229.4624,289.4702,NA,"4.1862","1.5729","0.3757","0","0","0.0171","0.0306","0.0387","0.2915"
"Mixture","UCE-1705","K3Pu+FO+R2","R2",-8118.544,-8064.2712,"K3Pu{1,2.5554,0.5792,0.5792,2.5554,1}+FO{0.364,0.1677,0.1503,0.3181}",16321.0879,16323.5368,16544.7442,"Mixture",1518,19,0.561923583662714,"27.34%",745,6,0.1875,39.5482,7.7509,9.4868,101.8532,NA,"1.5362","0.5953","0.3875","9e-04","0.0146","0.0247","0.0434","0.0621","0.2162"
"One_class","UCE-1705","K3Pu+F+R2","R2",-8121.0143,-8064.2712,"K3Pu{1,2.5346,0.5491,0.5491,2.5346,1}+F{0.3677,0.1579,0.1415,0.3328}",16326.0286,16328.4775,16549.6849,"Mixture",1518,19,0.561923583662714,"27.34%",745,6,0.1875,39.5624,7.7536,9.4868,101.8899,NA,"1.5202","0.5896","0.3878","9e-04","0.0147","0.0257","0.0439","0.0628","0.2207"
"Mixture","UCE-1591","TPM2u+FO+I+R3","I+R3",-10886.9927,-10501.8264,"TPM2u{0.5929,2.2399,0.5929,1,2.2399,1}+FO{0.2912,0.1934,0.1777,0.3377}",22139.9854,22188.7501,23120.0677,"Mixture",1565,91,0.474760383386581,"32.27%",1074,164,0.9647,123.485,11.3294,522.9713,378.587,NA,"7.2985","1.4538","0.1992","0","0","0.0055","0.0414","0.0367","1.5875"
"One_class","UCE-1591","TPM2u+F+I+R3","I+R3",-10903.1448,-10501.8264,"TPM2u{0.7255,2.5091,0.7255,1,2.5091,1}+F{0.2815,0.1748,0.2092,0.3345}",22172.2896,22221.0542,23152.3719,"Mixture",1565,91,0.474760383386581,"32.27%",1074,164,0.9647,124.0085,11.3511,449.701,378.0708,NA,"7.1689","1.6894","0.2357","0","0","0.0039","0.0422","0.0311","1.5506"
"Mixture","UCE-1694","K3Pu+FO+R2","R2",-10206.6535,-9080.8349,"K3Pu{1,2.9687,0.722,0.722,2.9687,1}+FO{0.3206,0.181,0.1994,0.299}",20601.307,20614.8067,21095.4653,"Mixture",1418,45,0.369534555712271,"39.42%",1009,42,0.5,73.4684,9.5797,99.1665,202.2955,NA,"2.9833","1.1409","0.3824","0","0","0.0212","0.034","0.039","0.2423"
"One_class","UCE-1694","TPM2u+F+R2","R2",-10209.307,-9080.8349,"TPM2u{0.6772,2.7909,0.6772,1,2.7909,1}+F{0.3381,0.1876,0.18,0.2943}",20606.614,20620.1136,21100.7723,"Mixture",1418,45,0.369534555712271,"39.42%",1009,44,0.5238,73.4862,9.582,101.951,202.4178,NA,"2.9539","1.1306","0.3827","0","0","0.0217","0.0343","0.0395","0.2425"
"Mixture","UCE-1642","TPM3u+FO+G4","G4",-9684.8529,-8009.2131,"TPM3u{1.4932,3.8724,1,1.4932,3.8724,1}+FO{0.302,0.1938,0.1832,0.3209}",19659.7058,19695.5568,20412.3538,"Mixture",1327,71,0.437829691032404,"35.12%",868,108,0.7941,108.6187,11.9598,254.3816,296.9322,NA,"10.6676","1.4336","0.1344","0","0","0.0156","0.0733","0.0336","5.9874"
"One_class","UCE-1642","TVM+F+G4","G4",-9682.0195,-8009.2131,"TVM{1.1336,3.0069,0.5893,1.3257,3.0069,1}+F{0.3162,0.1812,0.172,0.3306}",19658.039,19694.9448,20421.0683,"Mixture",1327,71,0.437829691032404,"35.12%",868,112,0.8235,108.2406,11.7978,253.4916,297.1763,NA,"10.1919","1.3768","0.1351","0","0","0.0136","0.0767","0.0343","6.3577"
"Mixture","UCE-1695","TPM3u+FO+G4","G4",-8374.75,-7437.6276,"TPM3u{1.4079,4.0051,1,1.4079,4.0051,1}+FO{0.2898,0.1793,0.1967,0.3342}",17011.5,17042.2961,17684.1707,"Mixture",1255,64,0.436653386454183,"34.50%",773,106,0.8689,96.2122,10.4867,187.4033,278.3704,NA,"2.445","0.8406","0.3438","0","0","0.0071","0.0196","0.0242","0.32"
"One_class","UCE-1695","TPM2u+F+G4","G4",-8376.8448,-7437.6276,"TPM2u{0.7392,2.9014,0.7392,1,2.9014,1}+F{0.2968,0.2005,0.1888,0.3139}",17015.6895,17046.4856,17688.3602,"Mixture",1255,64,0.436653386454183,"34.50%",773,110,0.9016,96.096,10.4815,187.2752,278.6233,NA,"2.4447","0.8051","0.3293","0","0","0.0073","0.0196","0.0246","0.3223"
"Mixture","UCE-1706","MIX{TN+FO,JC+FO}+G","G4",-7345.8788,-6380.893,"TN{5.40783,3.47165}+FO{0.349479,0.196717,0.15592,0.297884};JC",14755.7577,14757.4233,14921.2261,"Mixture",1301,14,0.600307455803228,"28.21%",587,8,0.3636,31.4276,7.5926,14.4222,67.3052,NA,"2.6968","0.8312","0.3082","0.0076","0.0274","0.07","0.1045","0.17","0.3593"
"One_class","UCE-1706","TN+F+G4","G4",-7351.2131,-6380.893,"TN{1,4.4938,1,1,2.7541,1}+F{0.3368,0.217,0.1596,0.2866}",14764.4263,14765.9897,14924.7238,"Mixture",1301,14,0.600307455803228,"28.21%",587,4,0.1818,31.4246,7.6042,9.798,67.4986,NA,"2.6121","0.8122","0.3109","0.0061","0.0264","0.07","0.1079","0.175","0.3815"
"Mixture","UCE-1707","MIX{TPM3u+FO,K80+FO}+I+G","I+G4",-8993.4124,-9312.1636,"TPM3u{1.84916,2.77222}+FO{0.300276,0.227519,0.209178,0.263027};K2P{25.5415}+FQ",18038.8248,18039.7347,18178.1544,"Mixture",1570,10,0.432484076433121,"33.31%",935,2,0.1429,16.3042,4.5214,4,32.8116,NA,"3.265","1.0046","0.3077","0.0425","0.085","0.1332","0.1842","0.2341","0.4625"
"One_class","UCE-1707","TPM3u+F+I+G4","I+G4",-9001.5068,-9312.1636,"TPM3u{1.8563,3.6194,1,1.8563,3.6194,1}+F{0.307,0.2193,0.2067,0.2671}",18051.0136,18051.7903,18179.6255,"Mixture",1570,10,0.432484076433121,"33.31%",935,2,0.1429,16.4421,4.5525,4,33.071,NA,"3.1322","0.9551","0.3049","0.0399","0.0936","0.1351","0.1921","0.2366","0.5043"
"Mixture","UCE-1648","TPM2u+FO+G4","G4",-10587.735,-10311.8341,"TPM2u{0.6264,2.5168,0.6264,1,2.5168,1}+FO{0.2977,0.1962,0.1782,0.328}",21461.4701,21489.2595,22232.7947,"Mixture",1626,70,0.499384993849939,"33.27%",997,98,0.7313,100.771,10.3237,231.0757,297.9653,NA,"4.1127","1.345","0.327","0","0","0.0137","0.0302","0.0359","0.5746"
"One_class","UCE-1648","TPM2u+F+G4","G4",-10590.907,-10311.8341,"TPM2u{0.5844,2.482,0.5844,1,2.482,1}+F{0.3167,0.1812,0.177,0.3252}",21467.814,21495.6035,22239.1386,"Mixture",1626,70,0.499384993849939,"33.27%",997,98,0.7313,100.7216,10.3183,211.6625,298.044,NA,"4.1353","1.305","0.3156","0","0","0.0142","0.03","0.0347","0.5681"
"Mixture","UCE-1689","MIX{TIM3+FO,JC+FO,F81+FO}+G","G4",-8222.5597,-7458.2618,"TIM3{2.56293,9.66841,20.9197}+FO{0.334573,0.168629,0.197665,0.299132};JC;F81+FO{0.268079,0.0321405,0.0966094,0.603171}",16711.1194,16741.2496,17400.4733,"Mixture",1317,62,0.521640091116173,"29.61%",741,90,0.7627,93.3892,10.109,170.6605,263.7164,NA,"3.3915","1.0098","0.2977","0","0.003","0.015","0.0263","0.0293","0.2492"
"One_class","UCE-1689","TIM2+F+G4","G4",-8266.3913,-7458.2618,"TIM2{0.6417,2.8134,0.6417,1,4.1689,1}+F{0.3311,0.1836,0.1829,0.3025}",16788.7827,16816.5806,17452.221,"Mixture",1317,62,0.521640091116173,"29.61%",741,94,0.7966,93.6568,10.1338,173,264.0678,NA,"3.1842","1.0008","0.3143","0","0.0035","0.0158","0.028","0.0294","0.2897"
"Mixture","UCE-1679","TPM3u+FO+I+R3","I+R3",-11490.4994,-9338.3121,"TPM3u{1.3597,3.9467,1,1.3597,3.9467,1}+FO{0.3041,0.1709,0.1959,0.3291}",23306.9988,23348.0618,24169.3165,"One_class",1466,78,0.467257844474761,"35.40%",938,118,0.7867,111.1235,10.7589,205.7863,334.004,NA,"7.9018","2.0972","0.2654","0","0.0044","0.0199","0.0514","0.0582","0.8019"
"One_class","UCE-1679","TPM3u+F+I+R3","I+R3",-11489.5916,-9338.3121,"TPM3u{1.3819,3.9477,1,1.3819,3.9477,1}+F{0.2952,0.1715,0.1988,0.3344}",23305.1832,23346.2462,24167.5009,"One_class",1466,78,0.467257844474761,"35.40%",938,110,0.7333,110.9701,10.7557,187.2031,334.1989,NA,"7.8654","2.0388","0.2592","0","0.0047","0.0195","0.0516","0.0587","0.8121"
"Mixture","UCE-1708","HKY+FO+G4","G4",-7016.8601,-7454.3654,"HKY{1,3.9991,1,1,3.9991,1}+FO{0.3033,0.1765,0.2189,0.3013}",14205.7201,14218.0973,14650.0854,"Mixture",1296,42,0.440586419753086,"34.95%",672,56,0.7179,69.1902,9.8159,121.573,172.1667,NA,"1.9768","0.9046","0.4576","0","0.003","0.0112","0.0243","0.0242","0.3883"
"One_class","UCE-1708","TPM3u+F+G4","G4",-7016.4542,-7454.3654,"TPM3u{1.4564,4.7065,1,1.4564,4.7065,1}+F{0.3159,0.1572,0.2129,0.314}",14206.9084,14219.5839,14656.4407,"Mixture",1296,42,0.440586419753086,"34.95%",672,58,0.7436,69.1987,9.8173,115.7411,172.1641,NA,"1.9707","0.905","0.4592","0","0.003","0.0112","0.0244","0.0243","0.3886"
"Mixture","UCE-1678","TPM2u+FO+G4","G4",-7851.5745,-7981.5153,"TPM2u{0.5878,2.5147,0.5878,1,2.5147,1}+FO{0.3236,0.2054,0.158,0.3129}",15985.1491,16016.8545,16725.0878,"Mixture",1405,69,0.573665480427046,"25.62%",740,112,0.8485,99.0753,10.2791,197.1345,298.7131,NA,"2.8802","1.0019","0.3479","0","0","0.0094","0.0213","0.0224","0.2555"
"One_class","UCE-1678","TPM2u+F+G4","G4",-7852.0045,-7981.5153,"TPM2u{0.5732,2.475,0.5732,1,2.475,1}+F{0.3223,0.2043,0.153,0.3204}",15986.0091,16017.7146,16725.9478,"Mixture",1405,69,0.573665480427046,"25.62%",740,112,0.8485,99.1056,10.2821,221.5987,299.1087,NA,"2.8738","1.0212","0.3553","0","0","0.0091","0.0213","0.0227","0.2572"
"Mixture","UCE-1658","TPM2u+FO+G4","G4",-8700.2368,-7893.5637,"TPM2u{0.7104,2.4522,0.7104,1,2.4522,1}+FO{0.3207,0.1959,0.1765,0.3068}",17638.4736,17662.7181,18253.5346,"Mixture",1298,58,0.469953775038521,"33.67%",788,94,0.8545,89.2216,10.2159,182.2416,247.582,NA,"2.4992","0.9881","0.3954","0","0","0.0118","0.0219","0.0265","0.2256"
"One_class","UCE-1658","TPM3u+F+G4","G4",-8706.7727,-7893.5637,"TPM3u{1.4534,3.562,1,1.4534,3.562,1}+F{0.3344,0.1684,0.1835,0.3136}",17651.5454,17675.7899,18266.6064,"Mixture",1298,58,0.469953775038521,"33.67%",788,94,0.8545,89.2362,10.2177,199.0502,247.6223,NA,"2.4752","0.9804","0.3961","0","0","0.012","0.0221","0.0269","0.2277"
"Mixture","UCE-1677","TPM2u+FO+I+R2","I+R2",-9220.5123,-8904.3585,"TPM2u{0.6723,2.7272,0.6723,1,2.7272,1}+FO{0.3048,0.2152,0.1828,0.2972}",18695.0246,18718.3306,19371.7361,"Mixture",1523,61,0.547603414313854,"29.42%",802,94,0.8103,95.6141,10.5994,187.6433,264.8115,NA,"6.2427","1.4933","0.2392","0","0","0.0153","0.0516","0.0391","2.9524"
"One_class","UCE-1677","TPM2u+F+I+R2","I+R2",-9220.851,-8904.3585,"TPM2u{0.652,2.6907,0.652,1,2.6907,1}+F{0.2991,0.2154,0.1705,0.315}",18695.7019,18719.008,19372.4135,"Mixture",1523,61,0.547603414313854,"29.42%",802,94,0.8103,95.7158,10.6065,168.5052,264.6367,NA,"6.1398","1.5311","0.2494","0","0","0.0143","0.0525","0.0393","2.9727"
"Mixture","UCE-1683","HKY+FO+G4","G4",-10107.0529,-10096.99,"HKY{1,3.2164,1,1,3.2164,1}+FO{0.2718,0.1969,0.1816,0.3496}",20506.1058,20536.3339,21288.2158,"Mixture",1567,72,0.455647734524569,"30.82%",1040,94,0.6812,104.7496,10.7407,198.7134,312.7526,NA,"4.1413","1.4047","0.3392","0","0","0.0087","0.0292","0.0304","0.8673"
"One_class","UCE-1683","TIM3+F+G4","G4",-10103.1449,-10096.99,"TIM3{1.3654,4.23,1,1.3654,3.2074,1}+F{0.2474,0.1935,0.1835,0.3756}",20502.2898,20533.3928,21295.1137,"Mixture",1567,72,0.455647734524569,"30.82%",1040,92,0.6667,104.7763,10.7418,207.5452,312.7233,NA,"4.1213","1.4046","0.3408","0","0","0.0089","0.0294","0.0303","0.8922"
"Mixture","UCE-1731","MIX{TPM3u+FO,TPM2+FO,F81+FO}+G","G4",-5443.3752,-5992.7228,"TPM3u{3.5698,7.30471}+FO{0.492687,0.122429,0.0471834,0.337701};TPM2{0.470521,5.55707}+FQ;F81+FO{0.0807984,0.000100226,0.192165,0.726936}",10966.7505,10969.4106,11172.7471,"One_class",1274,15,0.624803767660911,"23.39%",519,2,0.0833,35.229,7.9495,7.4833,78.635,NA,"0.9208","0.449","0.4876","0.0018","0.0085","0.0183","0.0323","0.0327","0.1887"
"One_class","UCE-1731","TPM3u+F+G4","G4",-5465.846,-5992.7228,"TPM3u{1.498,4.3883,1,1.498,4.3883,1}+F{0.3529,0.1676,0.1558,0.3237}",10997.692,10999.5017,11167.6393,"One_class",1274,15,0.624803767660911,"23.39%",519,2,0.0833,35.2793,7.9617,7.4833,78.7717,NA,"0.8724","0.4155","0.4763","0.0019","0.0083","0.0184","0.0341","0.0346","0.2118"
"Mixture","UCE-171","MIX{HKY+FO,K81+FO}+G","G4",-11852.0598,-10579.2441,"HKY{3.4334}+FO{0.270117,0.169208,0.205971,0.354704};K3P{1.12224,4.51012}+FQ",23874.1196,23883.6317,24332.4423,"Mixture",1623,40,0.40418977202711,"33.46%",1092,30,0.4054,66.0857,9.0012,49.0306,196.4514,NA,"3.8745","1.1989","0.3094","0","0.0098","0.0326","0.0496","0.0565","0.4217"
"One_class","UCE-171","HKY+F+G4","G4",-11874.6264,-10579.2441,"HKY{1,2.8422,1,1,2.8422,1}+F{0.2594,0.175,0.2147,0.3509}",23913.2528,23922.0918,24355.3994,"Mixture",1623,40,0.40418977202711,"33.46%",1092,32,0.4324,66.1535,9.008,50.3488,196.598,NA,"3.822","1.1842","0.3098","0","0.0099","0.0329","0.0503","0.0565","0.43"
"Mixture","UCE-1629","HKY+FO+G4","G4",-8069.0567,-8178.9655,"HKY{1,3.2451,1,1,3.2451,1}+FO{0.3149,0.1773,0.1924,0.3153}",16454.1133,16496.1585,17277.4226,"Mixture",1354,78,0.562038404726736,"26.37%",783,134,0.8933,116.2162,11.3621,386.916,334.2556,NA,"9.0482","1.7967","0.1986","0","0","0.0041","0.0584","0.0234","2.7002"
"One_class","UCE-1629","HKY+F+G4","G4",-8074.1572,-8178.9655,"HKY{1,3.1772,1,1,3.1772,1}+F{0.3022,0.1603,0.2143,0.3232}",16464.3144,16506.3596,17287.6237,"Mixture",1354,78,0.562038404726736,"26.37%",783,134,0.8933,116.3353,11.3654,379.0158,334.3783,NA,"8.9324","1.7242","0.193","0","0","0.004","0.0591","0.0256","2.7993"
"Mixture","UCE-1718","TPM3u+FO+G4","G4",-6215.6433,-6526.377,"TPM3u{1.6905,4.9819,1,1.6905,4.9819,1}+FO{0.3056,0.2169,0.2132,0.2642}",12633.2866,12650.6008,13154.8452,"Mixture",1292,49,0.613777089783282,"22.99%",579,76,0.8261,78.6015,9.8907,252.8161,228.7764,NA,"1.2901","0.5376","0.4167","0","0","0.0096","0.0134","0.0184","0.0878"
"One_class","UCE-1718","GTR+F+G4","G4",-6210.5895,-6526.377,"GTR{0.9758,2.893,0.4895,1.4351,4.1022,1}+F{0.3473,0.2047,0.2024,0.2456}",12629.1791,12647.5784,13166.2295,"Mixture",1292,49,0.613777089783282,"22.99%",579,72,0.7826,78.5585,9.8905,228.8274,228.9042,NA,"1.2697","0.5345","0.421","0","0","0.0098","0.0136","0.0199","0.0905"
"Mixture","UCE-1660","MIX{TVM+FO,K80+FO,F81+FO}+I+R2","I+R2",-11379.3503,-10459.4221,"TVM{1.20131,1.24912,0.0135662,6.75098}+FO{0.549221,0.0375659,0.0632573,0.349956};K2P{3.55293}+FQ;F81+FO{0.0537241,0.164219,0.0800503,0.702007}",23008.7007,23029.6588,23683.1659,"Mixture",1629,57,0.385512584407612,"36.71%",1084,84,0.7925,85.6063,9.82,278.2643,236.6063,NA,"6.7743","1.468","0.2167","0","0","0.0145","0.0526","0.044","2.1054"
"One_class","UCE-1660","GTR+F+I+R2","I+R2",-11411.2338,-10459.4221,"GTR{0.9066,2.7222,0.4991,1.0362,2.1443,1}+F{0.3031,0.1945,0.1681,0.3343}",23062.4677,23081.725,23709.9543,"Mixture",1629,57,0.385512584407612,"36.71%",1084,80,0.7547,85.082,9.743,349.3752,240.6518,NA,"5.7362","1.1656","0.2032","0","0","0.016","0.0621","0.0522","2.728"
"Mixture","UCE-1703","TPM2u+FO+G4","G4",-9719.6495,-8748.9308,"TPM2u{0.664,2.8235,0.664,1,2.8235,1}+FO{0.2921,0.2022,0.1765,0.3292}",19705.2989,19733.343,20403.2553,"One_class",1405,65,0.476868327402135,"36.01%",883,92,0.7419,97.4958,10.4405,167.0868,281.5619,NA,"3.1907","1.3044","0.4088","0","0.0055","0.0187","0.0252","0.0364","0.2646"
"One_class","UCE-1703","TPM2u+F+G4","G4",-9715.9935,-8748.9308,"TPM2u{0.667,2.8259,0.667,1,2.8259,1}+F{0.2999,0.2002,0.1751,0.3249}",19697.9871,19726.0311,20395.9435,"One_class",1405,65,0.476868327402135,"36.01%",883,94,0.7581,97.6696,10.4491,177.2512,281.2749,NA,"3.2047","1.3867","0.4327","0","0.0063","0.0184","0.0251","0.0344","0.2783"
"Mixture","UCE-1722","HKY+FO+I+G4","I+G4",-9735.1527,-8607.6114,"HKY{1,2.9964,1,1,2.9964,1}+FO{0.3026,0.1543,0.1917,0.3513}",19676.3055,19692.499,20218.4284,"Mixture",1427,50,0.458304134548003,"38.12%",879,80,0.8511,77.6736,9.3763,140.7871,222.9791,NA,"2.9473","1.5346","0.5207","0","0","0.014","0.0302","0.0323","0.3687"
"One_class","UCE-1722","HKY+F+I+G4","I+G4",-9738.9922,-8607.6114,"HKY{1,2.9974,1,1,2.9974,1}+F{0.3231,0.1572,0.181,0.3387}",19683.9844,19700.1779,20226.1073,"Mixture",1427,50,0.458304134548003,"38.12%",879,78,0.8298,77.6815,9.3775,154.2725,223.0022,NA,"2.9335","1.5278","0.5208","0","0","0.0141","0.0304","0.0324","0.3711"
"Mixture","UCE-169","HKY+FO+R3","R3",-11539.7062,-10263.6644,"HKY{1,3.2114,1,1,3.2114,1}+FO{0.3069,0.1694,0.1847,0.339}",23349.4125,23375.7162,24069.5469,"Mixture",1532,65,0.351827676240209,"41.64%",1118,104,0.8387,96.6451,10.3473,303.3546,270.5714,NA,"6.1728","1.7174","0.2782","0","0","0.0177","0.0477","0.0411","1.6832"
"One_class","UCE-169","HKY+F+I+R2","I+R2",-11548.6395,-10263.6644,"HKY{1,3.1116,1,1,3.1116,1}+F{0.31,0.1735,0.198,0.3185}",23365.2789,23391.1773,24080.0791,"Mixture",1532,65,0.351827676240209,"41.64%",1118,102,0.8226,96.4663,10.3435,352.5904,270.2643,NA,"6.0589","1.852","0.3057","0","0","0.018","0.0486","0.042","1.7359"
"Mixture","UCE-170","HKY+FO+I+R2","I+R2",-9680.9117,-9269.4422,"HKY{1,3.3725,1,1,3.3725,1}+FO{0.3186,0.199,0.1764,0.3059}",19629.8234,19657.3367,20337.2521,"Mixture",1450,65,0.463448275862069,"34.34%",953,100,0.8065,97.818,10.5982,358.4187,280.2793,NA,"2.4","0.9403","0.3918","0","0","0.0113","0.0188","0.0262","0.1976"
"One_class","UCE-170","HKY+F+I+R2","I+R2",-9682.1492,-9269.4422,"HKY{1,3.3828,1,1,3.3828,1}+F{0.33,0.1904,0.1759,0.3037}",19632.2984,19659.8117,20339.7271,"Mixture",1450,65,0.463448275862069,"34.34%",953,100,0.8065,97.8245,10.5991,336.5353,280.1738,NA,"2.3906","0.9378","0.3923","0","0","0.0114","0.0189","0.0261","0.1981"
"Mixture","UCE-1702","TPM2u+FO+G4","G4",-11693.5796,-9719.3853,"TPM2u{0.6771,2.8695,0.6771,1,2.8695,1}+FO{0.319,0.2095,0.1699,0.3016}",23645.1592,23669.8391,24329.6152,"Mixture",1489,63,0.349227669576897,"42.04%",1067,72,0.6,95.0341,10.3925,185.9462,265.8476,NA,"4.6141","1.6536","0.3584","0","0.0043","0.0198","0.0374","0.038","0.7381"
"One_class","UCE-1702","TPM2u+F+G4","G4",-11699.156,-9719.3853,"TPM2u{0.7602,3.0651,0.7602,1,3.0651,1}+F{0.3022,0.1976,0.1826,0.3177}",23656.312,23680.9919,24340.768,"Mixture",1489,63,0.349227669576897,"42.04%",1067,70,0.5833,95.0388,10.393,205.0024,265.8631,NA,"4.6059","1.6543","0.3592","0","0.0043","0.0197","0.0375","0.0383","0.7443"
