"Model","Locus_name","Model_string","Rates","Likelihood","Unconstrained_likelihood","parameters","AIC","AICc","BIC","Best","Length","Ntaxa","Percent_constant","Percent_parsimony_informative","Site_patterns","real_base_freq","GMM_pro","GMM_mean","GMM_num_class","RF_distance","nRF_distance","wRF_distance","KF_distance","SPR_distance","path_distance","geodesic_distance","Tree_Length","Sum_int","prop_int","Min.","1st Qu.","Median","Mean","3rd Qu.","Max."
"One_class","UCE-2614","K2P+I+G4","I+G4",-12820.6245,-10246.2959,"K2P{1,2.996,1,1,2.996,1}+I{0.25,0.25,0.25,0.25}",25877.249,25897.1385,26506.6228,"Mixture",1531,59,0.310254735467015,"44.61%",1173,"0.0954;0.0775;0.069;0.1051;0.6529","0.0891;0.1146;0.1179;0.0798;0.1637;0.0953;0.1483;0.1229;0.0685","0.014;0.1278;0.2521;0.3825;0.5273;0.6405;0.7599;0.8808;1.0064",9,92,0.807,6.8543,1.0759,20,13.311,NA,"7.0392","2.4567","0.349","0","0","0.0227","0.0601","0.0733","0.6262"
"Mixture","UCE-2619","HKY+FO+G4","G4",-8863.5661,-8908.4673,"HKY{1,3.3867,1,1,3.3867,1}+FO{0.2806,0.2112,0.1793,0.329}",17983.1322,18007.2726,18662.9682,"Mixture",1497,64,0.525718102872411,"31.60%",842,"0.0955;0.0835;0.0641;0.1206;0.6364","0.1059;0.211;0.124;0.3084;0.1871;0.0636","0.0793;0.0814;0.2627;0.5333;0.754;0.9282",6,92,0.7541,4.5747,0.5881,23,6.4424,NA,"2.9996","1.418","0.4727","0","0","0.0099","0.0243","0.0296","0.194"
"One_class","UCE-2619","HKY+F+G4","G4",-8866.5198,-8908.4673,"HKY{1,3.3287,1,1,3.3287,1}+F{0.2624,0.23,0.1781,0.3295}",17989.0396,18013.18,18668.8756,"Mixture",1497,64,0.525718102872411,"31.60%",842,"0.0955;0.0835;0.0641;0.1206;0.6364","0.1059;0.211;0.124;0.3084;0.1871;0.0636","0.0793;0.0814;0.2627;0.5333;0.754;0.9282",6,90,0.7377,4.6852,0.5841,22,6.3647,NA,"3.0135","1.4252","0.4729","0","0","0.0098","0.0242","0.03","0.1925"
"Mixture","UCE-2616","TPM3+G4","G4",-6905.5518,-6821.8068,"TPM3{0.548,3.3963,1,0.548,3.3963,1}+G4{0.25,0.25,0.25,0.25}",14035.1036,14057.464,14609.3153,"Mixture",1245,56,0.567871485943775,"28.19%",607,"0.1218;0.1219;0.1259;0.1186;0.5118","0.1094;0.1593;0.0591;0.0403;0.3255;0.1373;0.1256;0.0434","0.0389;0.1564;0.257;0.3825;0.5308;0.6804;0.8357;1.0181",8,80,0.7407,3.7049,0.4638,20,12.4983,NA,"1.5419","0.6005","0.3895","0","0","0.0065","0.014","0.0163","0.1852"
"One_class","UCE-2616","TPM3+G4","G4",-6905.5519,-6821.8068,"TPM3{0.545,3.3809,1,0.545,3.3809,1}+G4{0.25,0.25,0.25,0.25}",14035.1038,14057.4642,14609.3156,"Mixture",1245,56,0.567871485943775,"28.19%",607,"0.1218;0.1219;0.1259;0.1186;0.5118","0.1094;0.1593;0.0591;0.0403;0.3255;0.1373;0.1256;0.0434","0.0389;0.1564;0.257;0.3825;0.5308;0.6804;0.8357;1.0181",8,78,0.7222,3.7059,0.464,19,12.4954,NA,"1.5418","0.6009","0.3897","0","0","0.0065","0.014","0.0163","0.1853"
"Mixture","UCE-2625","TPM3u+FO+G4","G4",-8376.852,-7217.4962,"TPM3u{1.8041,3.9819,1,1.8041,3.9819,1}+FO{0.3269,0.1491,0.1727,0.3513}",16831.7041,16834.0821,17034.8683,"Mixture",1352,18,0.480769230769231,"31.95%",725,"0.2762;0.1255;0.1367;0.2812;0.1804","0.3453;0.0593;0.0937;0.1043;0.1332;0.0545;0.0818;0.0876;0.0402","0.0046;0.2827;0.2833;0.4437;0.637;0.8369;1.025;1.2987;1.6053",9,10,0.3125,1.0931,0.2369,3,2.7328,NA,"1.911","0.7224","0.378","0","0.0127","0.0256","0.0562","0.0779","0.3007"
"One_class","UCE-2625","TPM3u+F+G4","G4",-8377.8688,-7217.4962,"TPM3u{1.7265,3.9212,1,1.7265,3.9212,1}+F{0.337,0.1531,0.1668,0.3431}",16833.7377,16836.1157,17036.902,"Mixture",1352,18,0.480769230769231,"31.95%",725,"0.2762;0.1255;0.1367;0.2812;0.1804","0.3453;0.0593;0.0937;0.1043;0.1332;0.0545;0.0818;0.0876;0.0402","0.0046;0.2827;0.2833;0.4437;0.637;0.8369;1.025;1.2987;1.6053",9,10,0.3125,1.0947,0.2372,3,2.7357,NA,"1.91","0.7224","0.3782","0","0.0127","0.0256","0.0562","0.078","0.3008"
"Mixture","UCE-261","HKY+FO+G4","G4",-10363.7815,-11228.1809,"HKY{1,3.1083,1,1,3.1083,1}+FO{0.2685,0.1715,0.2162,0.3439}",20999.5629,21022.6223,21743.3583,"One_class",1753,67,0.472903593839133,"28.81%",1109,"0.0818;0.0529;0.0693;0.1012;0.6948","0.2772;0.2095;0.0948;0.4184","0.0698;0.2771;0.5139;0.6642",4,104,0.8,8.3367,3.0451,25,27.4815,NA,"7.7315","1.5271","0.1975","0","0","0.0135","0.0594","0.0378","2.967"
"One_class","UCE-261","HKY+F+G4","G4",-10363.0772,-11228.1809,"HKY{1,3.0711,1,1,3.0711,1}+F{0.2671,0.1774,0.2284,0.3271}",20998.1543,21021.2137,21741.9497,"One_class",1753,67,0.472903593839133,"28.81%",1109,"0.0818;0.0529;0.0693;0.1012;0.6948","0.2772;0.2095;0.0948;0.4184","0.0698;0.2771;0.5139;0.6642",4,104,0.8,8.2773,3.0949,25,27.9231,NA,"7.8397","1.4667","0.1871","0","0","0.0141","0.0586","0.0339","2.9103"
"Mixture","UCE-263","TPM2u+FO+I+G4","I+G4",-8432.1852,-7786.1743,"TPM2u{0.6802,2.6547,0.6802,1,2.6547,1}+FO{0.3311,0.1756,0.1656,0.3277}",16944.3703,16946.7216,17155.155,"Mixture",1436,18,0.514623955431755,"30.78%",783,"0.2559;0.1336;0.1192;0.257;0.2343","0.3335;0.0028;0.1655;0.1368;0.0962;0.1201;0.0711;0.0484;0.0255","0.0026;0.2747;0.2747;0.4912;0.7287;0.9612;1.2126;1.4317;1.6803",9,6,0.1875,1.2137,0.3284,2,2.6322,NA,"1.9534","0.7003","0.3585","0","0.0165","0.0314","0.0572","0.0786","0.2592"
"One_class","UCE-263","TPM2u+F+I+G4","I+G4",-8433.2971,-7786.1743,"TPM2u{0.6389,2.5788,0.6389,1,2.5788,1}+F{0.3342,0.1745,0.1557,0.3356}",16946.5942,16948.9455,17157.3789,"Mixture",1436,18,0.514623955431755,"30.78%",783,"0.2559;0.1336;0.1192;0.257;0.2343","0.3335;0.0028;0.1655;0.1368;0.0962;0.1201;0.0711;0.0484;0.0255","0.0026;0.2747;0.2747;0.4912;0.7287;0.9612;1.2126;1.4317;1.6803",9,6,0.1875,1.2176,0.3292,2,2.6432,NA,"1.9461","0.6992","0.3593","0","0.0165","0.0314","0.0575","0.079","0.2598"
"Mixture","UCE-2637","HKY+FO+G4","G4",-3599.9444,-5001.1148,"HKY{1,2.821,1,1,2.821,1}+FO{0.3026,0.1461,0.1746,0.3767}",7379.8889,7394.3333,7839.8515,"Mixture",1225,44,0.776326530612245,"5.39%",307,"0.095;0.0481;0.0499;0.1094;0.6976","0.0499;0.0433;0.1299;0.0515;0.0309;0.5903;0.0569;0.0309;0.0163","0.014;0.1269;0.1269;0.3267;0.3267;0.3267;0.3267;0.5734;0.9929",9,68,0.8095,3.7153,0.5783,15,11.8239,NA,"0.8646","0.2873","0.3323","0","0","0.0042","0.0101","0.0124","0.0787"
"One_class","UCE-2637","HKY+F+G4","G4",-3602.8702,-5001.1148,"HKY{1,2.7602,1,1,2.7602,1}+F{0.3107,0.1641,0.1697,0.3555}",7385.7405,7400.1849,7845.7031,"Mixture",1225,44,0.776326530612245,"5.39%",307,"0.095;0.0481;0.0499;0.1094;0.6976","0.0499;0.0433;0.1299;0.0515;0.0309;0.5903;0.0569;0.0309;0.0163","0.014;0.1269;0.1269;0.3267;0.3267;0.3267;0.3267;0.5734;0.9929",9,68,0.8095,3.7128,0.5777,15,11.8115,NA,"0.869","0.2885","0.332","0","0","0.0041","0.0101","0.0123","0.0787"
"Mixture","UCE-2623","TPM2u+FO+I+R2","I+R2",-12622.8391,-11516.4455,"TPM2u{0.7734,2.5077,0.7734,1,2.5077,1}+FO{0.3262,0.2009,0.1854,0.2874}",25503.6782,25524.8391,26206.3629,"Mixture",1715,62,0.375510204081633,"39.24%",1207,"0.1025;0.0667;0.0591;0.0818;0.6899","0.2652;0.1889;0.5459","0.0966;0.2512;0.6912",3,76,0.6333,2.9693,0.3624,20,3.2141,NA,"4.7357","1.6307","0.3443","0","0.0078","0.0224","0.039","0.0515","0.3304"
"One_class","UCE-2623","HKY+F+I+R2","I+R2",-12633.8715,-11516.4455,"HKY{1,2.9017,1,1,2.9017,1}+F{0.3263,0.2169,0.1937,0.2632}",25523.743,25544.5652,26220.9805,"Mixture",1715,62,0.375510204081633,"39.24%",1207,"0.1025;0.0667;0.0591;0.0818;0.6899","0.2652;0.1889;0.5459","0.0966;0.2512;0.6912",3,78,0.65,2.9867,0.3661,18,3.2785,NA,"4.7579","1.6376","0.3442","0","0.0076","0.0221","0.0388","0.0515","0.3266"
"Mixture","UCE-2638","K3Pu+FO+G4","G4",-7888.5327,-7913.7363,"K3Pu{1,2.7955,0.6404,0.6404,2.7955,1}+FO{0.2909,0.2002,0.2033,0.3057}",15979.0653,15995.9262,16503.095,"Mixture",1324,49,0.43429003021148,"33.08%",804,"0.1059;0.0636;0.0595;0.1069;0.6642","0.0993;0.1434;0.0815;0.0544;0.1994;0.1683;0.1518;0.0959;0.006","0.011;0.1317;0.3199;0.4629;0.4629;0.5739;0.6665;0.7805;1.0117",9,70,0.7447,3.2777,0.3975,17,5.8466,NA,"3.126","1.1875","0.3799","0","0","0.0115","0.0321","0.0423","0.3681"
"One_class","UCE-2638","TVM+F+G4","G4",-7884.9259,-7913.7363,"TVM{0.8585,2.6292,0.425,1.0444,2.6292,1}+F{0.3129,0.1916,0.1798,0.3157}",15975.8518,15993.4125,16510.2583,"Mixture",1324,49,0.43429003021148,"33.08%",804,"0.1059;0.0636;0.0595;0.1069;0.6642","0.0993;0.1434;0.0815;0.0544;0.1994;0.1683;0.1518;0.0959;0.006","0.011;0.1317;0.3199;0.4629;0.4629;0.5739;0.6665;0.7805;1.0117",9,68,0.7234,3.1899,0.391,16,5.9636,NA,"3.0817","1.1414","0.3704","0","0","0.0111","0.0326","0.0422","0.3706"
"Mixture","UCE-2639","HKY+FO+I+R2","I+R2",-9904.8523,-8426.4518,"HKY{1,3.2597,1,1,3.2597,1}+FO{0.3353,0.1867,0.1735,0.3046}",20021.7045,20039.2211,20577.7439,"Mixture",1402,51,0.450071326676177,"37.52%",884,"0.1266;0.0752;0.074;0.1328;0.5915","0.0864;0.1434;0.055;0.0328;0.2895;0.1198;0.129;0.1058;0.0382","0.0069;0.1259;0.2375;0.3732;0.5294;0.6717;0.8229;0.9715;1.1177",9,78,0.7959,4.2273,0.6062,17,6.2801,NA,"4.8689","1.6388","0.3366","0","0.0017","0.0208","0.0488","0.0533","0.4473"
"One_class","UCE-2639","HKY+F+I+R2","I+R2",-9911.0868,-8426.4518,"HKY{1,3.2262,1,1,3.2262,1}+F{0.3089,0.1851,0.1822,0.3238}",20034.1737,20051.6903,20590.2131,"Mixture",1402,51,0.450071326676177,"37.52%",884,"0.1266;0.0752;0.074;0.1328;0.5915","0.0864;0.1434;0.055;0.0328;0.2895;0.1198;0.129;0.1058;0.0382","0.0069;0.1259;0.2375;0.3732;0.5294;0.6717;0.8229;0.9715;1.1177",9,78,0.7959,4.2401,0.6109,17,6.3208,NA,"4.8776","1.6378","0.3358","0","0.0017","0.021","0.0487","0.0535","0.441"
"Mixture","UCE-2628","TPM3u+FO+I+G4","I+G4",-14182.4909,-11808.5684,"TPM3u{1.3245,3.3153,1,1.3245,3.3153,1}+FO{0.334,0.1826,0.1709,0.3126}",28600.9818,28618.0957,29246.8039,"Mixture",1760,58,0.315340909090909,"45.34%",1315,"0.0963;0.054;0.0458;0.0831;0.7208","0.2279;0.0927;0.0957;0.1868;0.2103;0.1855;0.0011","0.0705;0.2044;0.3315;0.5546;0.7421;0.9242;1.4207",7,90,0.8182,5.8807,0.7915,21,12.6223,NA,"5.8758","2.422","0.4122","0","0","0.0231","0.0535","0.061","0.5411"
"One_class","UCE-2628","TPM2u+F+I+G4","I+G4",-14183.145,-11808.5684,"TPM2u{0.775,2.4902,0.775,1,2.4902,1}+F{0.3379,0.1973,0.1701,0.2947}",28602.29,28619.4039,29248.1121,"Mixture",1760,58,0.315340909090909,"45.34%",1315,"0.0963;0.054;0.0458;0.0831;0.7208","0.2279;0.0927;0.0957;0.1868;0.2103;0.1855;0.0011","0.0705;0.2044;0.3315;0.5546;0.7421;0.9242;1.4207",7,88,0.8,6.1546,0.815,20,14.216,NA,"5.9959","2.4988","0.4168","0","0","0.0227","0.0525","0.0637","0.5504"
"Mixture","UCE-2642","MIX{TPM2u+FO,JC+FO,K80+FO}+I+G","I+G4",-14268.1803,-11676.0802,"TPM2u{0.700716,2.44353}+FO{0.387662,0.178319,0.153869,0.28015};JC;K2P{25.9933}+FQ",28622.3606,28624.5786,28857.4575,"Mixture",1750,18,0.312,"48.69%",1286,"0.2263;0.119;0.1104;0.1632;0.381","0.0886;0.2032;0.1125;0.0952;0.0835;0.1363;0.14;0.0955;0.0453","0.0016;0.2675;0.466;0.6532;0.8088;1.0028;1.2406;1.4906;1.7512",9,10,0.3125,2.6775,0.7682,2,6.3754,NA,"5.1368","1.9772","0.3849","0","0.0413","0.0697","0.1461","0.1686","0.4991"
"One_class","UCE-2642","TPM2u+F+I+G4","I+G4",-14287.464,-11676.0802,"TPM2u{0.78,2.6335,0.78,1,2.6335,1}+F{0.3656,0.1923,0.1785,0.2636}",28654.9281,28656.8473,28873.6229,"Mixture",1750,18,0.312,"48.69%",1286,"0.2263;0.119;0.1104;0.1632;0.381","0.0886;0.2032;0.1125;0.0952;0.0835;0.1363;0.14;0.0955;0.0453","0.0016;0.2675;0.466;0.6532;0.8088;1.0028;1.2406;1.4906;1.7512",9,10,0.3125,2.512,0.7186,2,5.7821,NA,"4.9659","1.8805","0.3787","0","0.0389","0.0721","0.1511","0.1713","0.5296"
"Mixture","UCE-2647","MIX{HKY+FO,HKY+FO,K80+FO}+G","G4",-8235.6219,-6383.2759,"HKY{9.09013}+FO{0.0800884,0.03869,0.171734,0.709488};HKY{2.21099}+FO{0.769759,0.0682499,0.065792,0.0961992};K2P{3.86144}+FQ",16565.2438,16568.865,16808.022,"One_class",1294,19,0.516228748068006,"32.84%",629,"0.2514;0.1702;0.1873;0.2492;0.142","0.4328;0.0284;0.1098;0.0636;0.0688;0.0549;0.1145;0.068;0.0592","0.0023;0.2835;0.2851;0.4732;0.626;0.7847;0.9951;1.2899;1.6034",9,12,0.3529,1.0853,0.2359,2,1.3532,NA,"2.4467","1.0471","0.428","0","0.009","0.0319","0.058","0.1022","0.2825"
"One_class","UCE-2647","HKY+F+G4","G4",-8255.7552,-6383.2759,"HKY{1,3.2534,1,1,3.2534,1}+F{0.2929,0.1984,0.2182,0.2904}",16591.5105,16594.1282,16798.1302,"One_class",1294,19,0.516228748068006,"32.84%",629,"0.2514;0.1702;0.1873;0.2492;0.142","0.4328;0.0284;0.1098;0.0636;0.0688;0.0549;0.1145;0.068;0.0592","0.0023;0.2835;0.2851;0.4732;0.626;0.7847;0.9951;1.2899;1.6034",9,10,0.2941,1.0268,0.2487,2,2.3706,NA,"2.0865","0.8316","0.3986","0","0.0086","0.0345","0.068","0.109","0.3808"
"Mixture","UCE-2655","MIX{HKY+FO,JC+FO}+I+G","I+G4",-10399.226,-9992.0086,"HKY{4.06711}+FO{0.313658,0.227272,0.179305,0.279765};JC",20850.4519,20851.366,20989.6654,"Mixture",1563,11,0.332053742802303,"43.19%",1082,"0.1926;0.1608;0.1248;0.196;0.3258","0.1148;0.1969;0.11;0.1517;0.1383;0.1545;0.0759;0.058","0.0184;0.342;0.5317;0.801;1.0161;1.2976;1.5214;1.744",8,4,0.2222,1.9653,0.6876,2,3.4096,NA,"3.8182","1.358","0.3557","0","0.091","0.1063","0.1866","0.2264","0.7301"
"One_class","UCE-2655","HKY+F+I+G4","I+G4",-10405.7965,-9992.0086,"HKY{1,3.0826,1,1,3.0826,1}+F{0.2857,0.2385,0.1852,0.2907}",20861.593,20862.4388,20995.4521,"Mixture",1563,11,0.332053742802303,"43.19%",1082,"0.1926;0.1608;0.1248;0.196;0.3258","0.1148;0.1969;0.11;0.1517;0.1383;0.1545;0.0759;0.058","0.0184;0.342;0.5317;0.801;1.0161;1.2976;1.5214;1.744",8,4,0.2222,1.9031,0.6547,2,3.2112,NA,"3.7325","1.3177","0.353","0","0.0907","0.1091","0.1909","0.2338","0.7598"
"Mixture","UCE-2646","TPM2u+FO+G4","G4",-7336.5666,-7430.0394,"TPM2u{0.6139,2.7675,0.6139,1,2.7675,1}+FO{0.254,0.2303,0.173,0.3428}",14875.1333,14891.696,15400.8274,"Mixture",1346,49,0.549777117384844,"30.46%",675,"0.0965;0.0782;0.0631;0.1258;0.6365","0.2721;0.246;0.4819","0.0961;0.5262;0.7001",3,58,0.617,3.5058,0.4575,13,8.0374,NA,"2.2749","0.8695","0.3822","0","0.0074","0.0147","0.0247","0.0286","0.1632"
"One_class","UCE-2646","TPM2u+F+G4","G4",-7338.8086,-7430.0394,"TPM2u{0.6027,2.8008,0.6027,1,2.8008,1}+F{0.265,0.216,0.1756,0.3433}",14879.6172,14896.1799,15405.3113,"Mixture",1346,49,0.549777117384844,"30.46%",675,"0.0965;0.0782;0.0631;0.1258;0.6365","0.2721;0.246;0.4819","0.0961;0.5262;0.7001",3,58,0.617,3.428,0.4547,15,8.1281,NA,"2.3713","0.9323","0.3932","0","0.008","0.0148","0.0237","0.0289","0.1674"
"Mixture","UCE-2667","MIX{TPM3u+FO,K80+FO}+I+G","I+G4",-8730.0929,-7272.2159,"TPM3u{2.01467,2.93661}+FO{0.278955,0.16336,0.188058,0.369627};K2P{11.1361}+FQ",17548.1859,17551.1655,17778.107,"Mixture",1374,19,0.488355167394469,"35.44%",742,"0.2193;0.1537;0.1633;0.2733;0.1905","0.3672;0.1473;0.084;0.0814;0.0977;0.0953;0.0724;0.0545","0.0018;0.288;0.4722;0.6264;0.8172;0.9991;1.2693;1.5749",8,12,0.3529,1.322,0.3468,5,1.9219,NA,"2.4159","1.1325","0.4688","0","0.013","0.0357","0.0654","0.0896","0.5186"
"One_class","UCE-2667","TPM3u+F+I+G4","I+G4",-8739.3969,-7272.2159,"TPM3u{1.4872,3.8899,1,1.4872,3.8899,1}+F{0.2709,0.1898,0.2017,0.3376}",17562.7938,17565.5076,17782.264,"Mixture",1374,19,0.488355167394469,"35.44%",742,"0.2193;0.1537;0.1633;0.2733;0.1905","0.3672;0.1473;0.084;0.0814;0.0977;0.0953;0.0724;0.0545","0.0018;0.288;0.4722;0.6264;0.8172;0.9991;1.2693;1.5749",8,12,0.3529,1.2962,0.3281,5,1.9153,NA,"2.3533","1.0842","0.4607","0","0.0132","0.0355","0.0671","0.0903","0.556"
"Mixture","UCE-264","TPM2u+FO+G4","G4",-10472.4903,-9560.8299,"TPM2u{0.6933,2.792,0.6933,1,2.792,1}+FO{0.274,0.1863,0.1791,0.3607}",21166.9805,21185.0634,21755.7818,"Mixture",1487,54,0.422326832548756,"39.88%",1003,"0.1129;0.0635;0.0739;0.1321;0.6176","0.2317;0.1476;0.1098;0.5109","0.1029;0.3053;0.5299;0.7823",4,68,0.6667,3.7911,0.5981,17,7.3658,NA,"3.5747","1.4482","0.4051","0","0.01","0.024","0.0341","0.047","0.2534"
"One_class","UCE-264","TIM2+F+G4","G4",-10475.3438,-9560.8299,"TIM2{0.7017,2.439,0.7017,1,3.2667,1}+F{0.2942,0.1678,0.1945,0.3435}",21174.6875,21193.1097,21768.7933,"Mixture",1487,54,0.422326832548756,"39.88%",1003,"0.1129;0.0635;0.0739;0.1321;0.6176","0.2317;0.1476;0.1098;0.5109","0.1029;0.3053;0.5299;0.7823",4,66,0.6471,3.7728,0.597,17,7.3534,NA,"3.5754","1.4481","0.405","0","0.0113","0.0238","0.034","0.0468","0.2533"
"Mixture","UCE-2666","MIX{HKY+FO,JC+FO}+R2","R2",-12593.1814,-10914.7399,"HKY{3.83215}+FO{0.308677,0.204165,0.187169,0.29999};JC",25266.3628,25268.4694,25481.4231,"Mixture",1598,18,0.270337922403004,"49.50%",1276,"0.222;0.1334;0.1289;0.21;0.3057","0.1026;0.1322;0.1061;0.0639;0.1739;0.1754;0.1194;0.0858;0.0408","0.0063;0.2846;0.4872;0.4872;0.7439;0.9744;1.224;1.4409;1.6908",9,12,0.375,1.2759,0.4019,3,2.7489,NA,"3.7036","1.5302","0.4132","0","0.0175","0.0519","0.1063","0.1382","0.5255"
"One_class","UCE-2666","TPM3u+F+R2","R2",-12601.3851,-10914.7399,"TPM3u{1.3085,3.5809,1,1.3085,3.5809,1}+F{0.3197,0.1921,0.1857,0.3024}",25282.7702,25284.8768,25497.8305,"Mixture",1598,18,0.270337922403004,"49.50%",1276,"0.222;0.1334;0.1289;0.21;0.3057","0.1026;0.1322;0.1061;0.0639;0.1739;0.1754;0.1194;0.0858;0.0408","0.0063;0.2846;0.4872;0.4872;0.7439;0.9744;1.224;1.4409;1.6908",9,12,0.375,1.1879,0.3664,3,2.4793,NA,"3.6136","1.4934","0.4133","0","0.0179","0.0514","0.1089","0.1412","0.5596"
"Mixture","UCE-2674","TPM2u+FO+G4","G4",-8104.9453,-8695.197,"TPM2u{0.6498,2.4453,0.6498,1,2.4453,1}+FO{0.3256,0.1862,0.1986,0.2895}",16303.8906,16307.2278,16550.3692,"Mixture",1400,22,0.345,"33.21%",856,"0.1234;0.0692;0.0798;0.1066;0.621","0.0868;0.0984;0.0916;0.2123;0.1404;0.1753;0.1501;0.045","0.0011;0.2329;0.3815;0.5264;0.709;0.8656;1.0238;1.1818",8,28,0.7,2.3185,0.5925,5,5.5933,NA,"3.9759","1.5087","0.3795","0","0.0133","0.0518","0.0951","0.1195","0.6348"
"One_class","UCE-2674","TPM2u+F+G4","G4",-8106.714,-8695.197,"TPM2u{0.69,2.5084,0.69,1,2.5084,1}+F{0.324,0.184,0.2115,0.2805}",16307.428,16310.7653,16553.9067,"Mixture",1400,22,0.345,"33.21%",856,"0.1234;0.0692;0.0798;0.1066;0.621","0.0868;0.0984;0.0916;0.2123;0.1404;0.1753;0.1501;0.045","0.0011;0.2329;0.3815;0.5264;0.709;0.8656;1.0238;1.1818",8,28,0.7,2.3311,0.5966,7,5.6595,NA,"3.9953","1.519","0.3802","0","0.0133","0.0512","0.0947","0.1189","0.629"
"Mixture","UCE-2665","TPM3u+FO+G4","G4",-8487.708,-8728.4216,"TPM3u{1.489,4.5842,1,1.489,4.5842,1}+FO{0.3079,0.1797,0.2091,0.3033}",17213.4159,17235.6243,17837.9879,"Mixture",1406,58,0.485775248933144,"31.08%",859,"0.1176;0.0728;0.0773;0.1221;0.6102","0.197;0.1724;0.1619;0.0703;0.3984","0.0817;0.2139;0.5254;0.6232;0.7293",5,82,0.7321,4.1823,0.6563,17,10.2722,NA,"2.6323","0.8672","0.3294","0","0","0.0086","0.0228","0.0199","0.4577"
"One_class","UCE-2665","TPM3u+F+G4","G4",-8491.3258,-8728.4216,"TPM3u{1.4649,4.5581,1,1.4649,4.5581,1}+F{0.3007,0.188,0.1993,0.3119}",17220.6516,17242.86,17845.2236,"Mixture",1406,58,0.485775248933144,"31.08%",859,"0.1176;0.0728;0.0773;0.1221;0.6102","0.197;0.1724;0.1619;0.0703;0.3984","0.0817;0.2139;0.5254;0.6232;0.7293",5,86,0.7679,4.1938,0.6333,18,10.299,NA,"2.5992","0.8355","0.3214","0","0","0.0084","0.0231","0.0198","0.4884"
"Mixture","UCE-2651","K3Pu+FO+I+R2","I+R2",-7360.0029,-7456.0568,"K3Pu{1,3.2049,0.6417,0.6417,3.2049,1}+FO{0.3108,0.2007,0.1991,0.2894}",15002.0058,15035.9414,15733.3589,"Mixture",1322,69,0.561270801815431,"27.23%",734,"0.1264;0.0833;0.075;0.1081;0.6072","0.0714;0.1349;0.1132;0.0524;0.4199;0.1228;0.0733;0.0121","0.0335;0.1074;0.2419;0.3552;0.5148;0.6926;0.8357;1.0295",8,102,0.7727,4.2489,0.4523,24,7.7784,NA,"3.2767","1.2003","0.3663","0","0","0.0166","0.0247","0.0333","0.2502"
"One_class","UCE-2651","K3Pu+F+I+R2","I+R2",-7361.2178,-7456.0568,"K3Pu{1,3.1813,0.6438,0.6438,3.1813,1}+F{0.3204,0.2126,0.1922,0.2748}",15004.4355,15038.3711,15735.7886,"Mixture",1322,69,0.561270801815431,"27.23%",734,"0.1264;0.0833;0.075;0.1081;0.6072","0.0714;0.1349;0.1132;0.0524;0.4199;0.1228;0.0733;0.0121","0.0335;0.1074;0.2419;0.3552;0.5148;0.6926;0.8357;1.0295",8,106,0.803,4.2288,0.4497,25,7.7036,NA,"3.309","1.1314","0.3419","0","0","0.0167","0.0245","0.032","0.2494"
"Mixture","UCE-2662","TPM2u+FO+G4","G4",-13530.9883,-11918.1031,"TPM2u{0.6977,2.4795,0.6977,1,2.4795,1}+FO{0.299,0.1901,0.2115,0.2995}",27323.9765,27344.5745,28044.6906,"Mixture",1811,64,0.408614025400331,"37.05%",1205,"0.0862;0.0467;0.0617;0.0899;0.7154","0.248;0.1952;0.0648;0.492","0.0861;0.2316;0.5083;0.6973",4,84,0.6774,7.5893,1.1023,19,21.5933,NA,"9.0465","3.8226","0.4226","0","0.003","0.0392","0.0703","0.0856","0.8788"
"One_class","UCE-2662","TPM3u+F+G4","G4",-13535.2127,-11918.1031,"TPM3u{1.4992,3.5852,1,1.4992,3.5852,1}+F{0.2993,0.17,0.2193,0.3115}",27332.4254,27353.0234,28053.1395,"Mixture",1811,64,0.408614025400331,"37.05%",1205,"0.0862;0.0467;0.0617;0.0899;0.7154","0.248;0.1952;0.0648;0.492","0.0861;0.2316;0.5083;0.6973",4,84,0.6774,7.3313,1.0693,21,20.945,NA,"8.8528","3.6411","0.4113","0","0.003","0.0403","0.0718","0.0882","0.8946"
"Mixture","UCE-2657","TN+FO+I+R2","I+R2",-13292.4351,-12699.7694,"TN{1,3.8644,1,1,2.783,1}+FO{0.2556,0.2518,0.182,0.3107}",26826.8702,26843.2815,27499.7029,"Mixture",1921,59,0.39614783966684,"39.41%",1305,"0.0684;0.0624;0.0594;0.0804;0.7294","0.3691;0.6309","0.1031;0.6733",2,90,0.8036,4.9726,0.6608,20,9.2329,NA,"5.2933","2.0697","0.391","0","0","0.0172","0.0459","0.0548","0.5195"
"One_class","UCE-2657","TPM2u+F+I+R2","I+R2",-13308.1154,-12699.7694,"TPM2u{1.2864,3.7339,1.2864,1,3.7339,1}+F{0.2523,0.2324,0.2213,0.294}",26858.2307,26874.6421,27531.0635,"Mixture",1921,59,0.39614783966684,"39.41%",1305,"0.0684;0.0624;0.0594;0.0804;0.7294","0.3691;0.6309","0.1031;0.6733",2,90,0.8036,4.8665,0.6417,21,9.1203,NA,"5.2381","2.2181","0.4235","0","0","0.0171","0.0464","0.0521","0.5202"
